Variete,Temp_Air_Moy,Temp_Sol,Humidite_Sol,N,P,K,Prevision_Gelee,Indice_Succes
Cerise,20.7,24.5,53,97,76,145,0,89
Marmande,19.7,26.1,89,114,82,167,0,74
Marmande,22.8,27.5,89,121,76,146,0,54
Marmande,25.0,22.4,69,114,82,134,0,64
Cerise,20.3,24.2,40,99,98,149,0,95
Noire de Crimée,18.0,19.8,77,132,92,164,1,97
Cœur de Bœuf,21.4,22.2,80,130,61,143,0,87
Marmande,27.7,22.7,64,106,69,155,0,66
Noire de Crimée,24.9,26.5,73,135,78,153,0,66
Cœur de Bœuf,22.0,23.6,47,92,99,160,0,97
Cœur de Bœuf,19.9,25.6,59,98,68,147,0,82
Cœur de Bœuf,21.6,19.2,69,107,74,168,1,67
Noire de Crimée,19.7,23.2,43,138,83,151,1,85
Noire de Crimée,19.1,27.1,60,119,71,150,1,52
Cerise,27.1,21.0,66,94,81,163,0,74
Noire de Crimée,28.0,19.3,49,121,77,154,0,84
Noire de Crimée,19.6,22.9,62,116,61,169,0,94
Noire de Crimée,18.5,25.3,72,110,74,159,0,69
Cœur de Bœuf,21.3,23.1,50,113,98,135,1,85
Marmande,22.6,23.1,80,127,68,154,0,92
Cerise,20.0,25.0,58,92,81,134,0,80
Marmande,21.0,21.3,50,105,76,158,0,70
Marmande,20.0,25.8,43,104,73,151,1,86
Noire de Crimée,25.7,20.4,62,114,90,132,0,83
Cerise,25.1,22.6,44,97,66,159,0,87
Marmande,24.3,24.9,88,130,94,153,0,86
Marmande,21.9,26.5,89,93,93,146,0,50
Cerise,27.1,26.1,44,121,62,149,0,80
Noire de Crimée,27.7,25.5,57,134,61,155,0,72
Marmande,19.7,22.2,56,124,86,134,0,92
Cœur de Bœuf,20.2,20.1,42,119,61,142,0,87
Marmande,23.3,21.0,82,128,64,168,0,98
Cœur de Bœuf,18.9,26.8,88,137,80,133,0,60
Noire de Crimée,22.4,26.7,47,138,66,146,1,88
Marmande,23.8,27.6,79,119,84,169,1,97
Cerise,23.2,19.7,62,106,60,164,0,69
Cerise,21.3,23.8,62,108,68,160,0,86
Marmande,23.4,24.8,41,120,61,145,1,56
Noire de Crimée,27.6,25.4,78,106,62,163,1,84
Noire de Crimée,20.1,24.8,60,91,96,161,0,51
Cerise,24.5,25.9,63,126,63,162,0,82
Marmande,18.4,22.2,77,137,80,137,1,89
Noire de Crimée,18.7,20.6,59,118,85,159,0,73
Cerise,23.5,20.8,89,119,96,132,1,88
Cœur de Bœuf,19.0,19.1,78,132,73,146,0,59
Marmande,18.2,22.2,89,111,69,153,0,95
Cœur de Bœuf,19.7,19.8,66,127,85,145,1,58
Cœur de Bœuf,23.6,21.9,83,100,69,149,0,92
Noire de Crimée,25.0,24.7,78,122,96,139,0,82
Noire de Crimée,20.0,27.1,46,108,77,153,0,70
Noire de Crimée,24.7,26.6,72,92,86,136,1,63
Marmande,19.8,21.3,68,129,76,149,1,99
Cœur de Bœuf,24.1,20.2,49,111,69,142,0,72
Marmande,22.1,20.7,49,107,70,158,1,61
Noire de Crimée,24.5,27.7,51,134,83,139,0,71
Cœur de Bœuf,28.0,23.9,42,119,78,138,0,77
Marmande,27.4,20.6,42,90,75,136,1,76
Marmande,18.0,26.6,52,109,82,162,1,59
Cerise,26.9,22.6,84,138,71,153,0,67
Marmande,18.7,27.1,70,94,78,145,0,73
Noire de Crimée,27.5,21.3,66,101,84,161,0,52
Marmande,20.8,22.5,45,100,62,133,0,53
Cœur de Bœuf,21.8,23.5,66,113,72,143,0,79
Marmande,18.9,27.0,74,107,80,158,0,70
Cerise,19.1,26.8,86,97,81,151,1,71
Cœur de Bœuf,25.3,24.2,48,118,88,152,0,77
Cœur de Bœuf,27.4,21.0,45,111,84,155,0,58
Cerise,24.1,22.6,45,134,82,155,0,93
Noire de Crimée,25.2,27.8,79,91,71,151,0,90
Cœur de Bœuf,25.6,24.5,65,112,82,132,0,90
Noire de Crimée,20.6,26.0,82,105,64,146,1,65
Cœur de Bœuf,18.5,23.0,58,133,88,143,0,86
Cœur de Bœuf,18.0,23.8,55,97,64,159,0,54
Noire de Crimée,21.5,22.9,80,93,98,142,0,63
Cœur de Bœuf,20.4,25.3,62,103,94,155,0,63
Noire de Crimée,18.6,26.7,50,98,94,169,1,96
Cerise,19.8,23.6,55,100,76,161,1,65
Noire de Crimée,19.2,23.3,68,137,89,163,0,88
Cerise,27.1,22.1,77,127,61,152,0,92
Cœur de Bœuf,19.4,20.6,88,133,74,163,0,53
Noire de Crimée,23.4,27.5,87,105,82,141,0,86
Cœur de Bœuf,23.9,21.8,59,102,85,152,0,63
Noire de Crimée,23.4,26.2,60,125,70,157,1,90
Cerise,19.0,25.4,67,133,83,148,0,72
Cerise,21.2,26.1,89,125,68,163,1,58
Noire de Crimée,18.5,27.4,72,106,73,137,0,73
Cerise,22.0,24.6,89,103,83,163,0,60
Cœur de Bœuf,19.9,27.1,79,118,66,145,0,77
Cœur de Bœuf,23.6,20.5,65,106,69,136,0,68
Marmande,24.9,24.6,49,90,92,156,0,68
Cerise,23.3,26.0,73,109,92,149,0,61
Cœur de Bœuf,22.3,21.4,48,122,86,164,0,96
Noire de Crimée,21.9,25.7,75,91,67,146,1,83
Cerise,26.4,26.0,50,106,73,157,1,61
Cœur de Bœuf,20.2,26.5,49,112,66,137,0,52
Cerise,25.3,21.8,85,111,77,133,0,79
Noire de Crimée,25.6,25.1,46,90,85,162,1,96
Cœur de Bœuf,22.2,21.7,77,101,74,151,1,95
Marmande,21.0,25.7,55,102,92,160,0,84
Marmande,22.7,23.2,65,103,70,130,0,64
Cerise,18.9,24.4,71,99,78,143,0,92
Noire de Crimée,18.5,22.7,70,101,77,136,1,71
Cœur de Bœuf,19.1,20.5,71,111,81,137,1,58
Noire de Crimée,19.9,20.6,84,107,95,137,1,77
Cœur de Bœuf,23.0,19.7,51,128,77,153,0,78
Cerise,26.5,24.6,66,108,77,130,1,88
Cœur de Bœuf,20.4,26.6,61,119,81,164,0,88
Noire de Crimée,27.4,19.2,54,104,84,137,1,88
Noire de Crimée,27.5,19.6,47,128,90,134,0,66
Cerise,27.6,23.1,43,103,68,161,0,53
Noire de Crimée,26.4,25.6,47,98,97,130,0,53
Cœur de Bœuf,21.6,20.4,62,94,78,131,0,56
Cerise,18.7,21.4,55,122,84,144,0,51
Cœur de Bœuf,23.7,21.1,87,137,74,138,0,86
Noire de Crimée,23.6,22.6,73,94,64,141,1,59
Cerise,26.5,21.0,61,113,70,139,0,67
Cœur de Bœuf,28.0,22.2,88,97,72,153,0,77
Noire de Crimée,23.1,25.6,62,108,93,148,0,95
Noire de Crimée,21.5,24.5,44,101,67,146,0,84
Marmande,19.9,19.7,76,97,84,131,0,84
Noire de Crimée,18.0,24.7,83,97,86,139,0,79
Cœur de Bœuf,23.1,23.3,46,127,70,134,0,70
Cerise,23.6,27.4,76,109,77,168,1,74
Marmande,26.2,21.6,65,118,69,135,0,62
Noire de Crimée,23.0,25.5,67,130,92,131,0,56
Noire de Crimée,27.2,25.6,43,123,95,137,1,55
Noire de Crimée,24.3,21.0,88,107,76,133,0,69
Cœur de Bœuf,26.4,27.1,71,90,64,160,0,94
Marmande,19.5,23.4,77,100,82,165,1,54
Cœur de Bœuf,26.6,25.1,85,136,62,137,0,87
Marmande,24.8,20.3,48,133,98,160,0,93
Cerise,19.7,21.3,75,124,96,146,0,89
Cœur de Bœuf,19.9,24.3,65,121,69,169,0,74
Cœur de Bœuf,27.3,21.9,50,131,86,143,0,67
Cerise,18.3,23.5,59,105,66,137,1,73
Marmande,22.6,22.4,87,95,88,154,1,64
Noire de Crimée,21.1,24.8,87,98,98,143,0,57
Cerise,24.7,23.4,87,129,65,152,0,62
Noire de Crimée,26.4,19.0,77,111,68,146,0,88
Noire de Crimée,21.6,24.8,54,137,67,141,0,97
Cerise,22.3,22.8,74,97,73,149,0,74
Marmande,27.8,22.1,48,121,97,163,0,72
Noire de Crimée,25.8,19.8,72,115,68,140,1,54
Cerise,27.0,21.0,50,107,70,156,1,71
Cœur de Bœuf,22.4,21.0,61,126,70,138,0,96
Cœur de Bœuf,20.3,27.4,45,101,99,147,1,71
Cœur de Bœuf,22.1,22.9,76,127,94,167,1,74
Cerise,25.2,19.4,89,123,70,165,1,96
Cœur de Bœuf,19.1,20.2,60,93,95,157,0,50
Noire de Crimée,20.7,19.7,51,105,62,149,0,53
Cœur de Bœuf,18.5,24.3,46,113,78,158,0,81
Cœur de Bœuf,22.3,20.7,41,103,67,133,1,75
Noire de Crimée,26.3,23.5,78,106,87,144,0,85
Cœur de Bœuf,18.2,22.3,80,120,60,157,0,64
Noire de Crimée,24.8,26.2,63,93,99,169,1,84
Cœur de Bœuf,27.3,21.9,65,139,89,153,0,87
Noire de Crimée,20.4,23.1,64,133,97,166,1,76
Cœur de Bœuf,24.9,25.5,59,123,70,145,0,63
Noire de Crimée,27.8,22.9,79,127,88,151,0,83
Cerise,27.6,26.1,80,127,90,146,0,74
Noire de Crimée,20.3,25.0,81,92,69,130,0,76
Cœur de Bœuf,19.0,22.7,83,97,94,160,0,70
Cœur de Bœuf,19.5,23.5,41,101,99,154,0,97
Marmande,25.0,27.7,81,124,88,141,1,84
Noire de Crimée,25.3,25.0,74,91,96,149,1,55
Cerise,24.7,27.1,72,118,61,148,0,84
Noire de Crimée,21.4,20.6,56,112,60,134,0,75
Noire de Crimée,19.7,23.3,61,122,91,144,0,64
Cerise,23.8,27.2,40,139,83,154,0,54
Noire de Crimée,22.8,21.9,76,107,61,164,0,75
Cerise,25.3,27.7,69,129,62,132,0,82
Cerise,22.4,19.9,85,111,68,147,0,74
Noire de Crimée,21.4,27.1,45,103,83,151,0,66
Noire de Crimée,20.9,23.0,80,118,71,145,0,93
Cœur de Bœuf,20.1,19.7,53,134,93,144,1,69
Cœur de Bœuf,20.7,26.9,75,104,93,134,0,91
Marmande,18.9,21.3,72,104,82,142,1,51
Marmande,21.5,19.2,77,134,78,157,0,57
Noire de Crimée,18.4,20.2,78,93,91,139,0,68
Cerise,19.9,24.9,45,125,87,145,0,78
Marmande,25.5,27.8,65,94,85,131,1,97
Noire de Crimée,21.3,20.0,63,92,71,165,0,68
Marmande,24.7,23.2,72,101,90,154,0,58
Cerise,25.2,20.6,47,109,70,134,1,57
Noire de Crimée,23.8,25.7,83,133,99,157,0,98
Cerise,27.6,20.1,82,109,63,146,0,64
Noire de Crimée,18.2,21.2,73,128,77,131,0,83
Marmande,25.4,20.8,73,128,88,144,0,53
Cœur de Bœuf,27.6,24.0,63,90,98,167,0,76
Marmande,26.6,26.9,41,133,90,158,0,87
Marmande,19.7,23.6,47,92,87,152,1,96
Cœur de Bœuf,21.3,19.5,64,136,86,147,1,62
Cœur de Bœuf,19.7,24.1,69,98,89,143,0,81
Noire de Crimée,24.0,26.2,71,109,70,161,0,84
Noire de Crimée,25.1,20.2,69,98,73,135,0,97
Cerise,21.2,19.7,46,120,63,157,1,95
Cerise,23.4,20.7,87,135,95,147,0,85
Marmande,24.9,25.7,63,117,60,164,1,59
Cœur de Bœuf,22.2,24.3,48,124,98,167,1,72
Cerise,26.5,23.9,55,129,96,133,0,72
Marmande,25.7,21.2,41,127,92,160,1,53
Cœur de Bœuf,18.6,22.0,74,133,80,140,0,93
Noire de Crimée,24.2,27.7,73,91,83,140,0,54
Marmande,20.4,21.2,61,92,99,158,0,53
Noire de Crimée,23.6,27.1,58,103,72,148,0,79
Cerise,27.6,24.2,88,106,93,146,1,90
Cerise,26.8,20.1,60,124,97,133,0,82
Cœur de Bœuf,22.0,23.2,51,93,88,133,0,97
Marmande,20.9,27.5,50,136,95,141,0,89
Noire de Crimée,20.3,22.8,58,119,99,136,0,62
Cœur de Bœuf,23.3,26.8,45,128,64,150,0,67
Cerise,19.1,21.3,81,103,79,162,1,81
Cerise,23.5,24.1,53,137,88,166,1,82
Marmande,18.0,26.6,72,116,70,141,0,56
Noire de Crimée,21.2,27.3,86,102,67,136,0,63
Marmande,20.2,23.4,77,109,87,144,0,89
Noire de Crimée,27.7,24.8,52,138,77,166,0,97
Noire de Crimée,25.3,19.0,65,138,89,138,1,63
Marmande,21.5,21.3,53,113,73,162,0,59
Cœur de Bœuf,18.9,21.5,84,99,68,167,0,90
Marmande,23.2,19.8,63,96,69,145,0,88
Marmande,20.1,21.5,87,106,84,160,0,86
Cerise,23.4,21.9,40,111,86,144,0,95
Cerise,26.4,27.7,85,133,61,131,0,67
Marmande,24.2,25.0,84,100,62,142,0,68
Marmande,24.3,22.8,69,131,88,134,0,89
Cerise,23.4,27.9,49,112,96,162,0,91
Noire de Crimée,27.3,20.4,49,111,86,161,1,92
Marmande,27.3,23.3,67,129,63,150,0,86
Cœur de Bœuf,23.1,24.8,43,136,94,131,0,96
Cœur de Bœuf,21.1,19.5,53,107,86,165,0,52
Cœur de Bœuf,22.6,25.5,51,134,78,162,0,56
Marmande,19.9,19.9,77,115,69,140,0,56
Noire de Crimée,24.4,20.3,86,137,85,152,0,87
Noire de Crimée,23.0,20.4,76,119,66,167,1,55
Cerise,19.0,27.4,49,102,86,162,1,59
Marmande,20.0,25.1,80,93,89,169,0,93
Noire de Crimée,22.8,24.9,66,132,71,137,0,85
Marmande,26.9,24.0,81,116,99,165,0,86
Cerise,23.7,21.6,51,129,64,165,0,97
Cerise,24.8,24.6,61,99,72,162,0,76
Cerise,21.4,22.7,43,133,63,158,1,94
Cœur de Bœuf,23.7,20.3,68,117,61,160,0,50
Marmande,22.5,25.2,75,110,96,159,1,50
Cerise,24.6,20.2,84,100,93,137,1,97
Marmande,18.5,20.7,53,109,65,155,0,70
Cœur de Bœuf,22.9,26.4,51,125,85,152,1,86
Cœur de Bœuf,21.0,24.9,84,108,70,155,0,77
Cerise,21.3,24.7,59,99,60,167,0,98
Cerise,27.6,22.8,84,104,93,168,0,88
Noire de Crimée,19.8,22.6,62,134,80,131,0,85
Marmande,21.1,25.2,61,134,69,155,1,51
Cerise,23.1,25.7,73,107,64,147,1,51
Noire de Crimée,26.6,23.6,60,96,85,156,0,53
Marmande,22.2,27.7,48,119,78,146,0,51
Cerise,25.4,27.6,49,103,80,144,0,50
Noire de Crimée,26.6,22.7,88,126,93,136,0,98
Noire de Crimée,21.1,26.4,49,130,88,146,0,89
Marmande,21.9,23.9,84,119,97,148,0,67
Noire de Crimée,21.6,23.6,69,116,74,156,0,90
Marmande,26.3,19.5,72,138,99,169,0,83
Marmande,18.4,24.2,41,126,75,146,0,76
Marmande,21.1,27.1,88,137,77,161,0,85
Cœur de Bœuf,24.8,26.0,71,130,60,145,0,88
Noire de Crimée,23.7,26.1,84,106,70,159,0,75
Marmande,22.4,20.4,56,119,95,143,0,60
Cerise,23.4,22.2,67,107,91,147,1,89
Cœur de Bœuf,20.0,21.1,84,92,87,151,0,52
Cœur de Bœuf,22.3,21.8,56,117,65,145,0,98
Noire de Crimée,23.0,24.2,53,126,66,145,0,77
Marmande,27.0,22.3,49,119,99,155,0,85
Noire de Crimée,20.6,24.0,73,110,83,135,0,65
Cœur de Bœuf,26.7,22.9,53,138,69,136,0,84
Marmande,24.4,21.6,56,109,89,138,1,71
Cerise,18.2,19.9,76,111,76,155,0,65
Marmande,25.2,27.0,61,125,67,131,1,82
Cœur de Bœuf,18.4,19.1,57,125,71,165,0,62
Cerise,28.0,19.0,74,110,85,132,0,98
Marmande,26.7,26.4,87,113,76,150,0,77
Cerise,21.0,28.0,57,110,94,132,0,93
Cerise,20.6,25.5,69,96,64,138,1,65
Cœur de Bœuf,21.8,19.1,76,97,70,141,0,51
Cerise,21.6,21.0,79,111,75,137,1,75
Noire de Crimée,21.7,27.7,45,111,89,166,0,91
Cœur de Bœuf,21.2,26.3,54,119,99,150,0,77
Noire de Crimée,24.2,24.1,74,123,65,166,0,52
Cerise,19.6,21.1,65,118,79,169,0,93
Noire de Crimée,26.5,19.1,80,99,79,132,0,70
Marmande,26.1,19.2,66,94,83,150,0,81
Cerise,22.8,24.5,69,138,86,155,0,55
Marmande,26.5,19.2,50,128,62,153,0,54
Noire de Crimée,20.5,27.9,63,123,83,163,0,73
Marmande,18.2,20.7,53,127,69,161,0,50
Cerise,24.2,25.4,62,99,84,156,0,72
Marmande,22.6,20.4,48,98,87,159,0,65
Noire de Crimée,23.7,23.9,81,121,77,133,1,57
Noire de Crimée,27.0,19.7,86,94,73,131,1,94
Noire de Crimée,27.7,25.9,57,124,60,152,0,74
Cerise,24.3,24.3,78,100,79,133,0,95
Noire de Crimée,25.6,19.8,58,131,84,166,0,60
Cerise,18.8,26.6,44,105,71,140,1,61
Marmande,19.6,23.9,57,116,98,165,0,94
Noire de Crimée,25.3,27.3,72,109,68,165,1,57
Marmande,22.3,27.2,83,90,68,144,0,59
Cœur de Bœuf,22.5,27.3,77,115,84,166,1,84
Marmande,21.1,19.7,52,100,89,132,0,87
Cœur de Bœuf,24.1,20.1,88,104,99,159,0,70
Marmande,19.9,27.9,48,128,87,152,0,67
Cerise,24.3,23.4,65,129,61,162,0,67
Marmande,19.7,21.1,40,137,84,130,0,75
Cerise,18.6,25.9,51,107,77,130,0,69
Cerise,21.3,21.4,63,113,83,132,0,74
Noire de Crimée,20.3,25.5,40,117,77,138,1,80
Cerise,26.9,26.5,43,114,86,161,0,67
Cœur de Bœuf,18.5,26.1,46,112,94,142,0,65
Noire de Crimée,19.8,21.5,67,100,93,160,1,94
Noire de Crimée,23.5,22.6,76,122,97,150,1,92
Marmande,22.8,22.7,44,105,65,152,0,67
Cerise,18.5,23.4,78,125,75,142,0,97
Cerise,18.1,20.5,71,112,82,155,0,63
Cœur de Bœuf,27.9,23.1,88,95,87,154,0,56
Marmande,24.6,23.6,70,132,72,137,0,87
Marmande,21.7,23.8,83,113,71,169,1,98
Noire de Crimée,22.7,26.4,54,127,70,159,0,78
Noire de Crimée,20.7,23.7,42,131,81,134,1,72
Noire de Crimée,21.4,21.1,88,95,90,153,0,96
Cœur de Bœuf,24.5,25.0,85,99,86,139,0,91
Cœur de Bœuf,26.8,26.2,86,111,86,148,1,98
Noire de Crimée,19.8,21.9,86,112,99,164,0,83
Marmande,26.4,24.8,54,94,85,151,0,66
Cœur de Bœuf,19.2,20.3,82,117,66,168,0,94
Marmande,20.1,22.1,57,98,70,167,1,67
Marmande,18.4,27.2,60,128,81,136,0,68
Cerise,19.4,27.2,49,138,99,168,0,51
Noire de Crimée,27.2,24.2,60,133,78,149,0,78
Cerise,22.6,25.3,65,117,97,169,0,51
Noire de Crimée,18.8,26.7,80,114,79,161,0,67
Noire de Crimée,27.6,27.6,42,132,78,131,0,88
Marmande,26.8,23.4,40,127,78,144,1,91
Noire de Crimée,25.5,24.1,60,116,95,139,0,85
Marmande,27.3,22.7,50,113,86,150,0,85
Marmande,20.2,19.6,55,132,76,144,1,70
Noire de Crimée,26.4,22.8,74,132,77,163,1,82
Marmande,24.9,26.1,60,135,79,164,1,51
Marmande,26.7,26.2,80,105,67,134,1,59
Marmande,26.0,27.0,50,91,99,148,0,64
Cœur de Bœuf,21.5,19.5,70,91,70,136,0,61
Marmande,25.7,23.7,88,94,89,165,0,52
Cœur de Bœuf,20.6,20.0,40,135,71,147,0,53
Cœur de Bœuf,21.3,20.8,80,110,82,135,1,58
Marmande,19.1,27.1,71,99,65,133,1,95
Marmande,27.4,23.5,42,131,94,134,1,91
Cœur de Bœuf,20.9,25.8,71,107,74,143,0,59
Cœur de Bœuf,23.2,19.6,81,115,97,162,1,80
Marmande,21.9,22.8,44,109,87,150,0,86
Marmande,27.6,25.1,82,130,66,142,0,60
Noire de Crimée,21.4,20.2,76,125,65,131,0,76
Cœur de Bœuf,25.8,21.9,51,138,86,144,1,95
Cœur de Bœuf,26.6,19.6,53,110,61,145,0,55
Noire de Crimée,22.4,24.9,83,91,65,164,0,92
Cœur de Bœuf,21.8,27.7,48,135,91,149,0,79
Cerise,25.5,26.4,46,122,88,130,1,92
Cœur de Bœuf,27.1,27.8,55,112,93,132,0,84
Noire de Crimée,25.5,26.6,67,128,60,146,0,94
Cerise,20.3,26.7,46,120,74,146,0,67
Marmande,26.9,24.2,53,93,69,149,1,99
Noire de Crimée,21.9,23.7,71,130,69,149,0,55
Noire de Crimée,23.8,22.7,47,92,69,133,0,62
Marmande,26.3,26.4,66,126,96,140,0,87
Noire de Crimée,19.9,20.6,89,99,91,144,0,61
Cœur de Bœuf,25.8,19.5,42,131,95,156,0,56
Marmande,24.0,27.5,66,121,84,153,1,63
Noire de Crimée,26.9,19.0,69,125,74,149,1,58
Marmande,19.7,27.8,73,138,68,144,0,84
Marmande,22.2,25.6,65,116,75,135,0,96
Marmande,26.3,22.0,76,138,78,147,0,56
Cerise,18.2,25.3,79,108,71,151,0,88
Noire de Crimée,19.1,26.4,61,127,94,150,1,70
Cerise,27.9,21.2,71,90,64,153,0,68
Noire de Crimée,20.8,25.9,80,115,97,146,1,76
Cœur de Bœuf,27.8,26.2,41,135,65,140,0,51
Cœur de Bœuf,19.8,21.2,86,102,73,147,0,63
Cœur de Bœuf,21.6,19.4,47,124,71,164,0,86
Noire de Crimée,25.5,20.8,81,91,81,160,0,82
Marmande,24.6,20.8,46,111,63,157,0,93
Marmande,23.8,19.6,58,128,77,153,0,61
Cerise,23.3,25.5,72,117,90,165,0,70
Cerise,26.4,22.4,41,133,94,153,1,79
Cœur de Bœuf,20.3,27.0,42,91,63,162,0,71
Cerise,22.4,21.3,67,100,68,159,0,51
Noire de Crimée,19.6,23.1,53,137,74,166,0,78
Noire de Crimée,24.0,24.8,54,126,80,142,0,73
Cerise,20.5,26.9,60,115,91,145,1,81
Cerise,21.3,23.7,53,117,68,138,0,94
Cerise,22.7,22.4,79,115,91,142,0,61
Cerise,18.3,26.8,57,106,75,136,0,56
Cœur de Bœuf,18.9,21.8,88,92,64,164,1,51
Cœur de Bœuf,24.9,19.7,78,103,90,155,0,89
Cerise,22.3,23.0,59,105,84,138,0,68
Noire de Crimée,26.6,26.1,40,138,60,164,0,67
Cœur de Bœuf,24.9,19.3,48,125,62,153,0,83
Noire de Crimée,18.1,24.3,48,117,80,162,0,51
Marmande,24.2,24.4,82,117,87,150,0,94
Noire de Crimée,18.9,27.4,77,114,62,151,1,87
Cerise,25.8,21.6,78,98,91,168,0,89
Marmande,27.9,21.5,68,100,91,148,1,68
Cœur de Bœuf,23.3,23.0,54,126,89,161,1,55
Cœur de Bœuf,24.8,22.2,59,132,72,134,1,90
Marmande,20.4,25.6,77,134,93,141,0,96
Noire de Crimée,22.4,24.8,80,110,63,169,0,66
Cœur de Bœuf,26.6,25.8,69,91,77,135,1,72
Cerise,19.7,26.4,86,123,91,147,1,89
Marmande,20.7,27.3,65,131,73,136,0,58
Cerise,22.5,22.9,45,102,91,148,0,86
Marmande,25.1,27.9,78,94,65,144,1,87
Cœur de Bœuf,21.8,20.9,56,100,76,138,1,70
Noire de Crimée,27.3,25.4,45,118,67,149,0,70
Marmande,18.9,23.8,67,136,94,149,1,76
Marmande,21.7,26.4,48,117,83,133,0,60
Cerise,25.1,23.3,66,117,62,139,0,88
Cœur de Bœuf,20.3,26.1,74,94,76,169,0,79
Cerise,24.6,27.4,85,109,95,130,0,77
Cœur de Bœuf,19.6,25.6,45,126,99,164,0,69
Cerise,18.6,26.0,43,128,76,153,1,96
Marmande,19.2,19.6,55,99,89,136,0,94
Cerise,27.3,20.8,62,121,84,151,0,96
Noire de Crimée,23.5,27.8,87,118,81,152,0,95
Cœur de Bœuf,26.0,25.2,62,91,96,130,0,87
Cœur de Bœuf,21.3,24.1,68,90,70,153,0,53
Marmande,23.9,22.3,80,109,71,149,0,67
Cœur de Bœuf,22.9,19.4,43,90,80,161,0,99
Noire de Crimée,27.5,22.3,79,93,74,160,0,78
Cerise,25.5,23.5,79,104,71,162,0,85
Marmande,25.3,20.9,63,136,81,165,0,76
Noire de Crimée,18.5,20.6,45,119,98,147,1,50
Cœur de Bœuf,23.5,23.6,79,95,94,166,1,84
Cœur de Bœuf,22.7,24.3,45,127,75,162,1,54
Noire de Crimée,27.3,21.2,53,90,92,162,1,55
Cerise,20.6,24.3,53,96,73,134,0,85
Cerise,20.7,27.1,89,94,77,147,0,54
Marmande,22.1,23.3,84,138,75,138,0,93
Cœur de Bœuf,20.4,26.7,86,96,99,160,0,81
Noire de Crimée,19.3,27.3,74,125,62,136,0,88
Cerise,26.6,19.8,45,92,85,144,0,94
Marmande,23.6,19.9,62,101,74,133,0,80
Cœur de Bœuf,26.6,23.3,59,104,95,168,0,89
Cœur de Bœuf,26.3,24.3,56,109,86,137,0,94
Marmande,20.8,22.8,59,130,76,153,0,93
Marmande,23.5,21.9,87,110,73,137,0,91
Cerise,18.8,24.8,45,121,61,134,0,59
Noire de Crimée,27.2,19.0,79,101,86,152,1,80
Cœur de Bœuf,22.0,27.7,67,126,83,163,1,57
Noire de Crimée,21.9,21.1,52,129,99,144,1,76
Cœur de Bœuf,21.0,27.3,68,136,94,148,0,78
Cœur de Bœuf,22.6,20.0,84,96,63,154,1,63
Noire de Crimée,20.5,21.1,59,134,85,168,0,72
Marmande,21.7,21.1,56,120,95,133,0,53
Cerise,26.0,28.0,74,90,63,137,0,83
Cœur de Bœuf,26.3,19.0,84,100,93,158,1,90
Marmande,21.0,24.8,78,134,72,142,0,87
Cœur de Bœuf,22.7,26.8,76,123,99,167,1,76
Cerise,26.7,25.1,82,108,60,165,1,68
Cœur de Bœuf,18.5,22.3,62,100,60,166,0,80
Cerise,26.9,27.6,57,122,68,160,1,52
Cerise,20.2,27.0,75,122,70,148,0,78
Cœur de Bœuf,24.8,22.9,59,97,75,166,1,62
Cœur de Bœuf,23.8,24.2,46,134,88,154,0,76
Cerise,23.5,27.7,75,97,95,166,1,92
Marmande,26.6,27.8,81,123,74,130,0,81
Noire de Crimée,19.0,23.0,40,129,98,150,0,95
Cerise,21.5,26.6,88,116,61,168,1,98
Cœur de Bœuf,23.4,21.7,76,118,69,155,1,99
Cœur de Bœuf,26.1,22.3,88,103,70,132,0,86
Marmande,20.2,20.5,74,123,89,134,1,52
Noire de Crimée,26.0,20.9,80,134,82,158,0,88
Cerise,22.0,24.9,42,126,81,162,0,55
Cerise,19.9,23.6,74,90,95,131,0,52
Noire de Crimée,25.6,21.1,68,98,88,147,0,62
Cerise,18.9,22.6,48,99,91,143,0,60
Noire de Crimée,23.1,22.4,76,119,92,169,1,76
Cœur de Bœuf,18.6,27.9,81,132,98,159,1,51
Noire de Crimée,21.6,26.7,86,107,68,158,0,89
Cerise,24.0,22.5,64,106,60,158,0,93
Noire de Crimée,23.6,27.2,51,95,77,148,0,61
Marmande,22.0,22.1,77,100,81,155,0,96
Cœur de Bœuf,22.3,25.0,46,113,96,169,0,89
Cœur de Bœuf,20.3,27.7,46,125,73,138,0,61
Noire de Crimée,22.6,22.5,43,122,81,142,1,72
Cerise,27.5,25.1,84,122,92,167,1,80
Marmande,26.5,21.7,86,107,65,160,1,59
Cœur de Bœuf,19.5,21.4,70,94,86,143,0,84
Cœur de Bœuf,18.3,24.2,89,120,65,160,1,55
Cerise,27.3,27.8,89,105,75,144,1,74
Cerise,23.3,23.1,78,91,61,163,0,80
Marmande,23.4,27.4,49,98,96,139,0,79
Noire de Crimée,25.8,27.2,87,91,88,150,1,64
Cerise,21.1,21.3,62,126,82,168,0,95
Noire de Crimée,22.8,22.6,65,109,80,154,0,52
Marmande,27.7,24.8,62,106,72,166,0,67
Noire de Crimée,24.7,23.7,68,114,60,169,0,66
Cœur de Bœuf,19.5,19.9,47,108,88,149,0,63
Noire de Crimée,19.3,27.9,58,131,66,136,1,95
Marmande,20.0,25.8,68,97,90,147,0,65
Marmande,25.7,22.9,82,100,81,155,0,76
Marmande,21.0,24.6,45,102,75,146,1,92
