Soil_Type,PH_Level,Organic_Matter,Nitrogen_N,Phosphorus_P,Potassium_K,Moisture_Content,Compaction_Index,Conductivity,Soil_Quality_Score
Black,4.9,3.9,38,146,275,26,5,2.4,11
Sandy,4.8,5.4,62,135,28,58,4,0.5,10
Loamy,6.9,6.5,10,42,138,16,3,0.8,34
Clayey,6.6,5.8,68,91,138,74,3,3.9,1
Black,7.5,5.7,185,25,110,71,4,0.2,38
Sandy,6.5,2.0,16,28,191,84,4,2.8,2
Loamy,6.2,3.4,169,100,230,19,5,0.6,50
Clayey,6.1,1.3,87,49,135,40,1,4.1,19
Black,4.6,6.0,198,51,41,34,3,4.1,22
Sandy,5.8,7.7,194,135,74,66,1,3.5,38
Loamy,8.4,2.8,60,43,127,74,5,3.8,0
Clayey,8.0,1.6,156,96,96,52,2,3.0,12
Black,5.8,4.3,36,79,80,12,2,2.5,42
Sandy,6.9,7.0,72,142,141,64,1,2.1,35
Loamy,7.9,4.9,197,6,111,57,4,3.3,30
Clayey,6.3,1.3,70,49,241,74,3,2.0,25
Black,4.6,7.8,70,57,149,80,1,0.1,35
Sandy,4.8,6.8,135,141,267,69,4,0.6,25
Loamy,6.5,1.9,54,107,140,23,5,3.3,16
Clayey,8.4,7.5,158,133,220,23,4,1.9,20
Black,7.3,4.2,181,42,180,18,5,4.9,7
Sandy,4.8,3.6,138,61,269,54,1,1.8,35
Loamy,5.3,4.2,104,7,237,11,2,0.6,60
Clayey,7.6,6.8,100,36,82,41,3,1.7,23
Black,7.9,5.6,53,72,236,17,1,3.5,26
Sandy,7.0,1.4,71,149,83,45,2,2.7,13
Loamy,7.1,7.7,70,72,231,46,5,3.1,36
Clayey,4.6,2.0,88,88,139,24,3,0.6,3
Black,7.8,6.2,98,16,88,43,4,4.2,11
Sandy,7.7,5.5,121,49,143,30,1,4.5,8
Loamy,5.5,2.3,120,84,164,18,4,0.8,38
Clayey,7.3,2.2,59,139,148,49,3,3.2,8
Black,5.4,7.1,50,52,32,35,1,1.2,53
Sandy,4.7,3.9,42,37,293,31,1,1.0,26
Loamy,5.3,5.6,21,88,87,22,4,1.1,31
Clayey,5.2,4.5,11,105,289,34,4,2.7,20
Black,5.9,6.1,116,51,152,80,2,4.4,38
Sandy,6.2,4.4,158,89,81,24,4,4.1,7
Loamy,6.5,3.0,151,47,180,85,5,0.8,46
Clayey,6.4,3.5,43,84,45,54,2,2.6,32
Black,5.6,7.0,94,142,266,30,4,0.8,50
Sandy,4.6,4.3,160,26,208,49,1,2.2,38
Loamy,6.9,2.5,94,134,239,56,4,2.9,38
Clayey,6.1,7.5,59,112,268,70,3,4.1,25
Black,5.7,6.6,151,102,110,23,2,4.3,25
Sandy,8.0,1.4,115,22,55,81,1,0.2,12
Loamy,7.5,8.0,55,132,26,76,4,3.5,19
Clayey,7.9,5.9,127,23,221,85,3,2.1,24
Black,6.5,2.1,14,138,60,56,2,2.5,41
Sandy,5.0,2.7,75,31,51,25,2,1.2,14
Loamy,7.3,5.8,159,19,161,80,2,0.3,57
Clayey,5.3,6.5,79,142,275,27,1,4.2,16
Black,6.3,2.7,117,127,180,54,4,1.2,55
Sandy,4.8,2.8,11,99,49,32,1,4.4,0
Loamy,7.8,3.1,38,131,281,35,5,0.4,28
Clayey,5.0,5.2,70,78,29,75,4,2.1,14
Black,8.1,2.2,109,62,222,11,5,3.7,4
Sandy,8.0,1.7,137,114,295,31,4,1.4,15
Loamy,6.4,5.8,153,142,143,47,2,4.8,45
Clayey,7.5,6.5,106,53,137,51,1,3.2,36
Black,7.0,4.5,106,65,287,37,5,1.2,50
Sandy,7.7,3.5,23,134,297,72,2,4.0,0
Loamy,6.2,4.0,52,79,95,26,2,4.9,21
Clayey,7.6,3.7,180,12,33,68,5,1.3,14
Black,6.3,7.7,79,146,125,11,4,4.1,20
Sandy,8.3,6.4,64,26,195,88,5,4.9,0
Loamy,6.4,2.5,40,21,201,88,1,1.2,56
Clayey,6.4,3.7,85,111,55,59,3,1.2,38
Black,7.6,4.8,177,67,74,24,4,3.6,12
Sandy,7.8,5.3,164,126,289,27,2,4.8,0
Loamy,6.7,4.3,61,30,21,86,5,3.5,15
Clayey,5.2,6.7,137,121,275,47,3,2.6,39
Black,6.4,6.4,16,49,21,17,5,0.6,30
Sandy,8.4,4.5,183,34,80,89,3,4.6,0
Loamy,7.5,7.0,109,120,126,29,4,0.4,43
Clayey,7.7,6.3,170,94,153,69,5,1.1,22
Black,4.6,6.5,145,123,42,35,5,2.3,30
Sandy,6.4,7.7,142,144,92,44,3,2.6,37
Loamy,7.1,2.9,70,12,47,35,1,0.4,53
Clayey,7.8,2.9,113,97,44,27,2,0.5,16
Black,4.7,7.2,197,121,84,53,3,0.7,43
Sandy,7.9,6.4,161,60,213,16,5,0.3,10
Loamy,6.7,7.5,16,139,226,44,3,4.9,22
Clayey,5.3,1.4,198,66,59,21,3,1.3,17
Black,5.8,5.4,92,125,42,53,5,4.4,23
Sandy,5.6,2.0,104,65,196,50,5,3.9,0
Loamy,6.6,4.5,173,142,283,63,1,3.6,59
Clayey,4.7,2.1,36,54,147,10,1,3.3,0
Black,5.1,1.9,133,32,282,34,1,2.5,55
Sandy,7.8,1.1,166,146,296,89,5,2.9,0
Loamy,5.0,5.4,96,80,54,24,4,4.5,13
Clayey,5.4,3.5,157,12,120,84,1,3.9,14
Black,6.3,1.7,79,139,244,12,2,1.2,48
Sandy,6.6,3.3,123,9,248,54,4,0.6,29
Loamy,7.6,2.2,85,5,118,54,1,1.5,43
Clayey,6.3,7.6,123,115,101,60,2,0.7,53
Black,7.7,3.2,12,77,215,51,5,4.8,0
Sandy,7.0,3.3,176,110,87,48,2,2.0,32
Loamy,5.0,6.9,108,14,292,29,1,0.9,65
Clayey,5.1,5.5,133,69,160,88,3,3.1,21
Black,6.2,6.0,54,62,204,27,3,2.1,50
Sandy,6.1,5.5,135,6,173,48,2,1.2,52
Loamy,7.5,7.6,77,63,208,38,5,0.4,48
Clayey,6.8,2.4,40,109,81,29,4,0.6,4
Black,6.1,7.9,115,5,38,51,3,2.9,54
Sandy,5.2,6.8,47,35,100,88,4,3.8,0
Loamy,5.4,5.1,143,42,49,21,5,4.6,12
Clayey,6.8,5.6,17,26,146,65,3,3.0,15
Black,6.2,5.5,37,5,237,21,5,3.3,26
Sandy,6.6,1.4,24,92,32,62,1,1.3,20
Loamy,5.2,2.5,17,13,196,17,4,1.4,26
Clayey,7.2,7.7,63,114,140,67,1,2.1,39
Black,7.9,4.7,143,88,198,33,5,4.4,12
Sandy,5.5,3.6,38,136,130,70,5,2.2,5
Loamy,6.5,6.3,124,67,28,10,2,1.3,63
Clayey,8.4,4.7,43,136,241,87,2,4.6,0
Black,5.8,1.1,16,137,129,79,3,2.1,27
Sandy,6.9,6.2,49,142,155,54,1,0.5,37
Loamy,4.9,6.1,83,112,127,18,1,2.8,34
Clayey,6.9,2.2,150,44,223,10,5,3.2,4
Black,4.9,7.7,71,40,34,82,2,4.8,3
Sandy,8.3,2.6,95,39,181,33,4,4.1,0
Loamy,7.4,4.2,125,63,214,69,5,0.6,55
Clayey,7.7,1.8,74,120,280,57,1,2.6,22
Black,7.3,5.2,50,35,28,48,1,2.2,51
Sandy,6.9,3.6,132,53,235,27,5,2.0,15
Loamy,6.3,3.5,179,138,280,61,5,0.8,60
Clayey,7.9,6.8,125,110,132,11,5,1.9,8
Black,8.3,1.1,75,23,136,45,1,2.4,30
Sandy,6.5,6.6,125,100,66,57,4,1.2,38
Loamy,8.2,5.0,148,34,298,44,1,2.9,56
Clayey,6.8,7.9,110,30,117,79,5,1.2,18
Black,6.7,5.1,59,135,112,81,2,0.7,39
Sandy,6.3,1.4,80,54,271,51,4,4.9,0
Loamy,5.3,1.4,172,115,182,83,3,3.5,26
Clayey,4.5,7.2,89,100,177,89,1,3.0,16
Black,5.5,6.9,88,86,86,47,4,1.7,42
Sandy,6.5,3.4,29,142,157,35,4,1.1,25
Loamy,6.0,5.3,165,26,84,40,5,0.7,58
Clayey,6.3,4.4,132,58,281,61,4,0.4,50
Black,8.4,7.8,46,85,217,69,1,3.5,35
Sandy,5.9,7.6,12,136,190,17,2,1.5,29
Loamy,6.3,7.9,102,41,35,70,4,1.7,63
Clayey,5.0,7.1,196,67,210,44,1,0.9,55
Black,4.7,7.4,110,55,44,43,5,0.7,33
Sandy,7.6,2.5,164,140,269,19,4,2.5,2
Loamy,6.8,6.8,41,5,46,49,3,3.7,31
Clayey,7.5,6.0,57,12,189,61,3,5.0,3
Black,5.1,7.7,55,85,136,21,2,1.8,39
Sandy,6.8,5.0,123,109,74,36,5,3.4,9
Loamy,5.5,1.6,104,116,45,28,1,0.7,47
Clayey,5.4,5.2,56,141,291,66,4,2.8,23
Black,4.5,5.8,49,148,127,63,1,2.6,37
Sandy,5.0,2.5,140,63,109,24,3,0.3,15
Loamy,5.7,3.8,125,49,141,46,5,2.5,39
Clayey,5.0,5.2,166,95,262,70,1,2.5,50
Black,8.4,3.6,100,70,288,27,4,1.9,25
Sandy,5.7,3.6,67,40,271,53,5,2.9,8
Loamy,5.0,1.9,187,80,94,30,4,0.3,43
Clayey,5.3,7.6,19,54,131,38,4,4.2,0
Black,6.9,6.3,70,103,170,24,5,2.7,22
Sandy,4.8,1.0,120,99,289,77,5,0.3,0
Loamy,7.9,6.4,130,122,117,73,4,4.9,3
Clayey,8.3,6.2,70,104,274,23,3,2.0,17
Black,5.5,1.1,160,72,187,46,4,4.9,11
Sandy,6.3,3.6,15,116,269,63,5,1.0,22
Loamy,4.6,5.2,84,131,265,68,2,0.2,54
Clayey,7.1,4.2,197,99,232,68,1,3.6,39
Black,6.2,6.4,124,126,295,64,4,4.7,38
Sandy,5.6,4.0,164,131,299,52,1,0.5,47
Loamy,5.3,2.1,192,107,65,61,4,3.7,27
Clayey,7.1,7.8,40,63,37,48,4,0.4,22
Black,6.2,2.7,132,50,265,86,2,4.0,38
Sandy,5.2,6.0,167,44,239,28,5,2.9,11
Loamy,7.3,2.0,76,145,195,65,3,3.9,27
Clayey,6.8,3.3,22,125,253,45,5,1.9,17
Black,7.9,4.1,68,109,168,61,1,4.5,24
Sandy,5.0,2.3,63,13,117,53,1,1.6,26
Loamy,7.6,4.1,113,70,24,55,4,1.5,43
Clayey,7.2,2.1,30,57,178,49,5,4.8,0
Black,5.0,4.9,52,85,106,89,2,0.7,39
Sandy,7.3,5.6,20,8,250,62,3,3.0,17
Loamy,6.3,1.4,118,130,139,66,5,2.9,38
Clayey,8.3,7.1,76,146,191,28,4,1.3,10
Black,5.1,2.3,175,109,83,87,1,1.7,44
Sandy,7.1,2.6,104,140,113,53,5,1.5,15
Loamy,6.0,5.6,161,101,189,29,1,4.2,50
Clayey,8.3,4.3,115,96,254,53,4,2.0,30
Black,5.8,4.5,60,82,140,52,1,1.9,64
Sandy,8.3,1.9,198,87,119,16,4,3.2,0
Loamy,8.1,6.6,55,74,154,51,3,2.5,38
Clayey,5.6,5.3,52,40,88,71,2,2.2,22
Black,7.7,1.9,36,88,217,11,1,3.6,13
Sandy,8.5,3.6,94,133,225,86,5,2.1,0
Loamy,5.5,6.7,167,145,30,55,3,1.2,58
Clayey,6.2,5.0,103,144,149,47,2,3.7,36
Black,6.6,1.8,136,79,242,10,5,0.4,30
Sandy,5.7,3.6,19,104,129,56,5,5.0,0
Loamy,4.6,2.7,140,149,46,22,4,3.0,16
Clayey,5.4,4.6,69,57,213,69,2,1.2,42
Black,5.6,6.9,36,71,35,73,5,1.1,22
Sandy,6.3,4.1,132,14,92,77,5,1.4,23
Loamy,5.2,4.0,182,50,135,64,5,4.4,20
Clayey,8.0,7.3,71,87,220,40,3,4.2,6
Black,7.3,5.0,161,121,152,23,2,0.8,52
Sandy,4.8,5.0,55,8,183,14,4,3.0,0
Loamy,7.1,2.8,135,61,26,63,3,4.6,25
Clayey,7.1,5.3,181,42,80,62,3,3.7,21
Black,8.3,5.0,72,144,139,46,3,3.0,26
Sandy,4.5,3.8,13,35,50,66,4,1.1,1
Loamy,5.5,7.9,25,134,67,12,4,4.7,4
Clayey,8.2,7.2,188,133,110,86,3,4.5,0
Black,8.2,6.2,83,85,25,20,3,1.7,27
Sandy,7.4,4.8,121,29,103,51,1,2.5,38
Loamy,7.6,4.2,110,9,158,64,4,0.5,47
Clayey,4.9,2.3,185,52,294,47,5,3.2,4
Black,6.6,3.1,54,146,152,33,2,0.4,47
Sandy,5.4,6.4,140,56,122,18,2,4.5,3
Loamy,5.2,4.2,26,78,114,22,2,4.4,16
Clayey,7.7,7.2,174,103,37,27,3,1.5,18
Black,5.0,2.0,14,71,40,19,4,3.7,0
Sandy,6.4,4.6,184,123,25,21,1,2.3,40
Loamy,8.3,5.5,53,107,43,56,1,4.2,27
Clayey,5.2,4.6,170,37,244,19,2,0.4,40
Black,8.4,7.2,30,149,79,10,5,2.6,5
Sandy,8.5,7.9,77,38,239,66,5,2.0,13
Loamy,6.7,1.8,41,117,298,80,5,1.4,25
Clayey,5.2,1.9,33,55,65,20,5,1.1,0
Black,5.8,1.9,172,40,161,62,1,3.4,53
Sandy,6.2,5.8,155,17,97,13,1,1.1,43
Loamy,5.7,3.6,76,89,218,70,4,3.2,36
Clayey,5.6,6.1,112,17,134,19,1,2.0,38
Black,8.4,3.8,63,36,55,14,4,1.3,16
Sandy,5.1,5.4,163,137,79,70,4,3.9,9
Loamy,7.4,6.4,197,16,264,85,3,1.9,55
Clayey,4.5,4.8,134,41,98,39,1,0.2,38
Black,6.9,4.8,126,72,210,66,5,4.3,27
Sandy,8.2,1.6,74,110,116,42,2,1.6,10
Loamy,5.7,3.9,188,97,169,46,4,4.1,32
Clayey,5.2,4.8,123,45,62,77,2,2.8,25
Black,7.1,4.2,197,60,237,32,5,4.4,25
Sandy,7.4,7.3,196,73,226,79,4,2.1,24
Loamy,7.3,7.3,85,15,165,16,4,0.9,41
Clayey,5.8,6.8,26,141,278,28,1,0.2,43
Black,5.5,3.6,158,117,73,24,3,3.9,19
Sandy,8.3,6.0,117,32,138,41,2,3.9,9
Loamy,8.2,3.8,37,26,262,88,5,1.1,20
Clayey,6.3,2.6,53,89,161,68,3,4.8,7
Black,7.9,3.4,199,10,146,79,3,4.8,0
Sandy,6.3,1.5,179,30,244,79,1,1.9,39
Loamy,6.2,3.3,103,148,248,15,4,0.8,54
Clayey,5.1,4.2,31,18,260,85,5,1.5,14
Black,6.2,7.7,47,39,276,75,3,4.7,23
Sandy,6.6,3.2,23,46,264,13,3,3.1,1
Loamy,4.6,7.3,120,57,195,79,2,4.6,21
Clayey,6.3,2.6,131,104,29,66,5,0.2,30
Black,7.6,2.3,163,17,102,70,5,5.0,0
Sandy,7.2,4.6,177,15,158,65,3,3.2,25
Loamy,7.0,5.7,63,144,138,23,4,1.0,35
Clayey,8.1,1.3,150,101,146,16,5,2.6,0
Black,4.6,2.5,136,90,118,63,5,4.1,4
Sandy,6.7,4.2,28,57,85,67,2,0.8,26
Loamy,7.6,3.3,51,13,278,70,2,3.1,34
Clayey,6.7,6.0,50,75,162,81,2,3.5,12
Black,5.8,4.6,59,21,78,37,4,2.1,48
Sandy,5.0,2.1,140,14,263,64,4,2.8,18
Loamy,8.1,7.3,168,127,211,83,5,4.2,13
Clayey,6.4,3.1,85,43,149,62,4,4.8,3
Black,8.0,6.1,152,114,177,53,2,2.8,44
Sandy,6.8,6.5,191,93,185,37,4,3.5,17
Loamy,7.2,7.7,190,98,280,55,5,1.7,55
Clayey,7.7,4.5,182,111,152,58,3,1.7,32
Black,7.1,5.3,175,38,31,76,1,4.5,28
Sandy,6.1,3.3,108,37,151,36,4,0.6,36
Loamy,6.6,5.7,59,16,172,88,3,1.1,43
Clayey,7.7,4.2,161,91,74,48,5,1.4,18
Black,6.0,4.1,154,97,275,36,3,0.6,70
Sandy,6.1,7.0,155,111,145,44,3,3.4,29
Loamy,4.9,1.4,51,14,65,56,3,4.5,3
Clayey,8.2,7.2,154,129,193,61,2,0.2,37
Black,4.9,7.0,25,23,40,78,4,1.3,16
Sandy,7.1,4.5,94,27,274,75,3,4.6,0
Loamy,6.2,4.4,61,132,184,50,5,2.4,50
Clayey,6.1,3.5,45,89,287,59,1,4.4,26
Black,7.2,8.0,116,111,120,54,1,4.7,36
Sandy,4.8,1.8,176,103,168,29,1,5.0,0
Loamy,6.9,5.1,90,63,160,80,2,2.0,51
Clayey,7.6,5.8,162,78,52,45,4,1.8,23
Black,7.8,7.5,124,6,255,81,1,3.8,32
Sandy,5.2,6.5,51,52,217,79,2,3.0,16
Loamy,8.1,5.5,158,10,254,33,5,3.3,32
Clayey,7.1,1.8,77,47,139,45,5,2.7,4
Black,8.0,3.6,196,149,177,14,2,2.6,31
Sandy,6.4,2.0,133,131,56,29,4,1.6,19
Loamy,6.7,7.2,39,83,163,62,5,3.0,31
Clayey,8.2,6.2,194,125,64,49,4,1.4,23
Black,8.1,6.3,42,124,218,59,2,1.8,45
Sandy,6.3,5.6,112,33,257,83,5,3.2,18
Loamy,5.6,4.5,62,82,148,76,5,3.2,18
Clayey,6.1,2.0,153,62,200,44,3,2.9,34
Black,6.1,3.3,186,74,47,73,5,3.4,23
Sandy,5.6,2.0,142,13,86,46,1,2.1,33
Loamy,5.6,6.1,115,43,261,54,3,3.0,55
Clayey,7.9,2.1,86,126,263,47,2,0.6,25
Black,4.8,5.9,103,63,186,36,1,2.5,52
Sandy,7.2,5.8,69,48,285,74,1,3.0,22
Loamy,5.2,4.2,120,69,70,82,4,2.2,41
Clayey,5.9,1.9,64,15,128,12,3,0.2,20
Black,4.7,3.2,100,95,153,68,4,3.5,16
Sandy,5.6,3.2,172,88,186,39,3,2.3,28
Loamy,7.6,5.9,51,9,99,25,3,0.9,29
Clayey,8.0,1.8,78,118,118,38,1,4.9,0
Black,5.4,6.8,33,109,172,79,5,4.7,0
Sandy,6.4,6.3,127,20,102,87,4,0.9,28
Loamy,6.4,2.3,192,11,121,83,4,3.6,28
Clayey,8.0,6.0,151,48,250,33,1,2.6,39
Black,7.6,5.7,64,30,271,16,5,1.5,22
Sandy,6.6,6.2,24,40,44,58,3,3.5,6
Loamy,7.2,2.3,14,96,76,72,3,2.3,23
Clayey,7.9,2.1,110,16,119,55,5,4.5,0
Black,4.5,2.7,141,94,138,57,3,3.5,21
Sandy,6.1,3.6,39,72,170,34,4,2.6,20
Loamy,8.1,6.6,62,112,99,52,4,2.3,32
Clayey,7.5,6.2,82,108,169,64,4,0.3,31
Black,6.7,7.5,39,92,145,43,1,0.9,52
Sandy,6.6,1.4,113,99,60,74,3,0.3,12
Loamy,5.9,1.1,114,130,209,37,1,0.4,73
Clayey,6.6,5.9,117,34,82,50,3,0.4,38
Black,7.1,3.0,93,67,224,38,4,0.2,44
Sandy,6.2,3.3,101,7,223,41,4,4.0,19
Loamy,7.4,4.8,198,106,198,78,5,2.4,38
Clayey,7.9,1.7,80,96,124,43,3,3.8,0
Black,5.1,5.5,77,52,105,68,2,0.9,51
Sandy,6.3,3.3,64,12,270,70,1,4.2,24
Loamy,6.1,5.4,108,139,23,61,4,0.6,63
Clayey,7.2,6.8,106,41,203,72,5,1.7,25
Black,5.5,2.2,80,75,200,35,5,1.9,31
Sandy,7.1,7.5,82,86,35,86,4,1.3,12
Loamy,8.0,4.7,179,116,113,21,3,0.8,38
Clayey,6.2,7.5,86,107,298,31,5,3.2,27
Black,8.1,2.5,166,25,175,82,3,0.1,29
Sandy,8.5,5.2,172,38,35,65,5,4.0,0
Loamy,4.9,3.8,182,31,60,15,1,0.3,44
Clayey,5.4,6.4,117,12,156,45,3,4.8,14
Black,8.3,5.2,99,22,277,83,5,4.4,0
Sandy,8.3,4.5,108,144,62,68,4,2.1,17
Loamy,4.9,7.4,166,55,85,68,2,0.8,53
Clayey,4.6,3.6,12,140,227,77,4,4.4,0
Black,5.1,2.5,194,51,264,61,3,3.3,39
Sandy,8.5,5.3,128,60,262,77,4,2.6,9
Loamy,5.2,5.4,159,143,96,86,4,1.7,43
Clayey,6.5,4.1,120,146,238,89,2,2.9,41
Black,7.9,4.4,164,83,242,60,4,2.1,44
Sandy,4.6,7.7,31,18,40,77,5,2.4,0
Loamy,6.9,6.1,125,104,166,35,1,4.2,50
Clayey,5.6,1.8,122,7,96,82,2,4.8,0
Black,7.9,2.5,186,126,54,50,3,4.8,7
Sandy,5.6,7.8,33,11,145,84,5,4.5,0
Loamy,7.2,6.1,36,43,251,14,3,4.0,24
Clayey,7.2,7.4,45,119,106,62,2,2.3,30
Black,5.4,3.1,116,114,207,47,2,0.5,59
Sandy,4.6,6.2,154,69,64,62,4,3.2,5
Loamy,6.1,6.0,65,29,91,65,2,2.1,64
Clayey,5.7,3.1,19,35,235,28,3,3.5,1
Black,7.7,4.9,63,90,117,74,2,1.2,30
Sandy,7.7,5.4,90,142,290,78,1,3.8,6
Loamy,6.3,4.4,117,81,110,62,4,0.9,63
Clayey,6.9,6.8,175,141,161,28,2,4.1,16
Black,6.9,6.8,90,126,136,75,1,4.6,21
Sandy,7.8,7.0,136,12,21,57,3,4.5,0
Loamy,6.2,6.6,107,101,62,75,3,1.8,58
Clayey,5.6,4.4,141,23,90,82,1,2.0,38
Black,5.6,3.7,187,34,163,27,1,4.2,31
Sandy,6.6,6.8,70,13,265,89,2,3.5,12
Loamy,6.3,4.4,158,87,233,48,4,2.7,63
Clayey,6.3,2.7,45,51,126,82,4,4.8,0
Black,4.9,4.6,111,94,282,60,5,2.6,34
Sandy,7.4,2.0,55,5,195,32,1,1.3,29
Loamy,5.4,5.8,104,135,126,42,3,3.4,44
Clayey,5.3,3.4,80,5,105,69,5,2.6,10
Black,6.2,2.8,53,127,246,68,1,1.1,64
Sandy,5.4,7.7,73,141,101,35,1,0.8,36
Loamy,6.8,6.4,155,139,260,26,5,1.8,45
Clayey,6.0,6.5,22,34,21,62,4,4.9,1
Black,6.3,5.4,22,81,270,87,1,0.8,58
Sandy,6.6,6.9,34,85,61,86,5,2.4,0
Loamy,5.3,6.3,14,17,100,52,2,1.7,50
Clayey,5.1,5.2,137,17,281,57,2,4.7,23
Black,8.0,7.7,48,46,216,29,3,1.9,30
Sandy,6.2,2.3,166,128,267,44,4,1.2,36
Loamy,6.1,7.6,117,105,55,42,5,2.4,54
Clayey,4.6,3.8,194,82,122,85,4,0.9,9
Black,6.5,4.7,183,111,117,11,4,2.0,48
Sandy,6.7,1.9,170,40,164,43,5,3.7,0
Loamy,6.7,4.8,147,39,146,85,1,3.0,48
Clayey,7.3,5.3,195,60,86,41,2,0.2,43
Black,5.2,8.0,34,91,166,30,3,2.5,41
Sandy,5.5,7.8,83,9,100,14,1,4.1,6
Loamy,7.7,7.8,48,125,272,37,4,2.9,31
Clayey,8.3,3.4,25,91,261,57,4,2.4,9
Black,5.0,7.9,197,102,84,78,5,2.1,32
Sandy,6.5,4.2,165,139,90,79,2,2.7,31
Loamy,5.4,7.0,181,11,55,49,2,0.5,63
Clayey,4.7,2.5,195,8,86,15,3,4.0,0
Black,5.8,4.5,41,112,102,23,1,4.3,30
Sandy,5.1,7.8,72,132,189,76,3,3.0,10
Loamy,7.3,7.6,102,36,86,20,4,4.9,13
Clayey,6.6,5.8,54,32,117,48,4,2.8,16
Black,5.1,6.6,62,8,269,50,2,0.2,57
Sandy,4.5,2.2,198,113,227,33,4,2.4,12
Loamy,7.7,6.1,59,12,82,52,1,2.1,48
Clayey,5.2,5.3,164,146,97,83,1,1.1,38
Black,6.9,1.6,35,34,49,35,3,2.7,24
Sandy,5.8,1.8,140,135,270,38,1,2.3,47
Loamy,6.8,1.8,99,134,134,11,4,0.9,28
Clayey,5.8,6.1,48,14,238,39,5,2.6,29
Black,4.8,2.0,172,74,173,83,2,4.2,11
Sandy,5.4,4.3,62,123,240,85,2,2.6,21
Loamy,5.3,3.5,183,75,42,66,2,1.2,58
Clayey,6.2,4.9,31,148,233,68,5,3.5,19
Black,7.1,5.9,197,74,167,28,4,4.4,17
Sandy,5.6,5.8,143,95,227,63,1,1.8,50
Loamy,4.5,4.6,61,124,178,79,4,0.4,29
Clayey,6.6,4.3,84,39,186,32,3,4.6,10
Black,6.9,3.8,82,128,82,42,4,3.4,24
Sandy,8.4,7.0,38,116,295,75,4,5.0,0
Loamy,6.9,3.3,180,106,42,88,2,3.5,32
Clayey,6.4,2.8,131,134,243,20,4,0.7,33
Black,6.8,6.2,171,136,220,27,5,2.2,38
Sandy,8.2,3.5,168,86,234,74,2,0.3,20
Loamy,7.8,6.9,95,108,284,41,3,1.8,50
Clayey,5.8,3.3,55,45,248,13,5,3.9,1
Black,5.4,5.9,13,60,246,45,5,2.8,29
Sandy,5.6,1.3,11,59,296,66,3,2.3,12
Loamy,6.5,3.7,142,131,249,42,1,4.3,58
Clayey,7.5,3.4,55,79,234,23,4,1.0,16
Black,6.5,6.7,88,84,176,57,4,2.7,49
Sandy,4.8,7.8,156,132,32,46,1,3.3,20
Loamy,7.4,4.2,175,136,216,14,3,4.6,29
Clayey,7.7,6.8,68,49,130,59,1,0.9,30
Black,5.7,5.9,81,88,122,70,2,3.6,36
Sandy,7.2,7.8,29,12,122,78,2,0.3,16
Loamy,6.2,6.7,62,111,189,47,2,2.9,60
Clayey,8.1,1.5,116,121,128,55,1,3.3,14
Black,7.9,6.0,64,13,145,24,5,4.2,0
Sandy,6.6,4.7,176,35,254,46,2,1.7,45
Loamy,7.3,1.1,130,39,167,36,1,3.5,45
Clayey,8.0,2.8,173,22,190,10,2,0.6,20
Black,6.5,7.5,195,28,20,38,2,1.2,68
Sandy,5.8,7.5,24,90,59,81,4,3.9,0
Loamy,7.5,6.6,10,52,256,16,1,4.5,26
Clayey,5.4,7.9,104,146,26,38,4,0.2,33
Black,6.1,6.6,146,64,182,40,3,0.9,67
Sandy,8.0,1.1,160,97,176,47,2,1.1,20
Loamy,7.4,3.0,189,26,133,17,2,2.6,41
Clayey,6.1,1.2,163,34,131,46,4,0.9,31
Black,5.4,1.7,197,147,276,68,1,4.9,31
Sandy,5.9,2.5,27,25,92,88,5,2.0,3
Loamy,5.6,4.5,114,104,212,63,5,0.8,55
Clayey,5.2,6.9,195,16,292,67,3,3.9,26
Black,7.5,7.0,74,139,243,35,1,2.9,54
Sandy,5.5,5.3,86,107,113,57,1,4.6,11
Loamy,6.3,7.5,125,39,226,20,4,4.7,33
Clayey,6.0,4.5,78,72,189,32,2,4.3,27
Black,8.4,7.2,151,134,175,43,2,2.9,43
Sandy,6.1,4.2,183,24,263,42,1,1.2,60
Loamy,4.8,2.9,84,51,22,11,5,2.2,13
Clayey,4.9,7.4,169,88,239,70,3,2.5,30
Black,6.9,3.7,60,16,24,13,4,4.9,0
Sandy,6.9,4.5,24,57,213,21,1,1.3,28
Loamy,6.2,3.3,190,21,73,38,3,2.2,60
Clayey,6.2,5.6,78,22,228,51,1,2.9,49
Black,4.7,8.0,24,108,95,66,3,2.0,31
Sandy,6.6,1.2,39,76,237,59,3,0.7,17
Loamy,6.5,7.3,87,109,137,75,2,4.5,32
Clayey,5.1,1.0,161,88,299,16,4,4.0,0
Black,4.9,3.5,44,56,99,66,4,1.4,23
Sandy,5.0,2.2,78,41,206,55,2,2.3,26
Loamy,4.9,6.3,149,127,27,31,5,3.7,21
Clayey,6.9,1.4,55,101,110,20,4,4.9,0
Black,5.3,4.9,135,104,229,42,2,0.9,65
Sandy,5.5,3.1,173,124,277,63,3,3.2,22
Loamy,5.2,1.9,94,54,60,29,3,4.1,12
Clayey,8.3,6.4,57,51,234,14,4,0.2,11
Black,7.9,2.5,76,22,203,77,3,4.1,4
Sandy,5.4,2.6,191,126,260,23,4,4.0,0
Loamy,5.8,2.9,98,30,125,12,1,4.6,30
Clayey,5.3,5.1,173,124,41,67,2,0.5,43
